token_id,speaker_id,expected_tone,tone_correctness,incorrect_probability,nested_threshold,predicted_incorrect
00202908_05,02029,4,1,0.27794945095081464,0.49000000000000005,0
00202908_07,02029,2,1,0.3597106360615523,0.49000000000000005,0
00202909_03,02029,1,0,0.47818512942226754,0.49000000000000005,0
00202909_10,02029,4,1,0.4511200886915072,0.49000000000000005,0
00202909_11,02029,4,1,0.2754457472875147,0.49000000000000005,0
00202911_01,02029,1,1,0.43708731135435874,0.49000000000000005,0
00202911_06,02029,2,1,0.49597600389634977,0.49000000000000005,1
00202911_07,02029,4,1,0.47673069840344523,0.49000000000000005,0
00202911_08,02029,3,1,0.5109945575181005,0.49000000000000005,1
00202911_10,02029,2,1,0.4740845243803681,0.49000000000000005,0
00202911_11,02029,4,1,0.3450205304530219,0.49000000000000005,0
00202913_02,02029,4,1,0.5753200031022588,0.49000000000000005,1
00202913_03,02029,4,1,0.5064197575103355,0.49000000000000005,1
00202913_06,02029,1,1,0.45119500486674696,0.49000000000000005,0
00202913_08,02029,2,1,0.16811680877983792,0.49000000000000005,0
00202913_09,02029,4,1,0.4842092302931351,0.49000000000000005,0
00202913_10,02029,4,1,0.02235981963924224,0.49000000000000005,0
00202918_01,02029,4,1,0.5225231182084303,0.49000000000000005,1
00202918_02,02029,1,1,0.4466591928347708,0.49000000000000005,0
00202918_03,02029,1,1,0.43397816737931566,0.49000000000000005,0
00202918_04,02029,2,1,0.5384182609017542,0.49000000000000005,1
00202918_06,02029,1,1,0.4355676005137006,0.49000000000000005,0
00202918_08,02029,1,1,0.4404815945823905,0.49000000000000005,0
00202918_10,02029,2,1,0.5188584729162348,0.49000000000000005,1
00202920_00,02029,4,1,0.5289327074920359,0.49000000000000005,1
00202920_03,02029,1,1,0.4325296380350127,0.49000000000000005,0
00202920_05,02029,4,1,0.4599572360958763,0.49000000000000005,0
00202920_06,02029,2,1,0.47630138909640407,0.49000000000000005,0
00202920_08,02029,4,1,0.4685817268677304,0.49000000000000005,0
00202924_01,02029,4,1,0.1209884078638876,0.49000000000000005,0
00202924_03,02029,1,1,0.4293388023231315,0.49000000000000005,0
00202924_04,02029,2,1,0.48873996952823173,0.49000000000000005,0
00202926_00,02029,4,1,0.5145424621128145,0.49000000000000005,1
00202926_02,02029,2,1,0.5311132216767411,0.49000000000000005,1
00202926_03,02029,4,1,0.38936788531976413,0.49000000000000005,0
00202926_04,02029,4,1,0.0002315995065500152,0.49000000000000005,0
00202926_05,02029,1,1,0.43006351297894413,0.49000000000000005,0
00202926_06,02029,4,1,0.2941553251290329,0.49000000000000005,0
00202926_07,02029,1,1,0.3913175517094182,0.49000000000000005,0
00202926_08,02029,3,1,0.5723629148313552,0.49000000000000005,1
00202926_09,02029,3,1,0.484442663683649,0.49000000000000005,0
00202926_10,02029,4,1,0.5165939204434495,0.49000000000000005,1
00202928_00,02029,4,1,0.5158793956014459,0.49000000000000005,1
00202928_01,02029,2,1,0.3441807216664992,0.49000000000000005,0
00202928_02,02029,4,1,0.14303669649050127,0.49000000000000005,0
00202928_03,02029,2,1,0.3506294627580014,0.49000000000000005,0
00202928_04,02029,3,1,0.6038865845481468,0.49000000000000005,1
00202928_05,02029,4,1,0.2721722438735306,0.49000000000000005,0
00202928_07,02029,3,1,0.5664005205163701,0.49000000000000005,1
00202929_02,02029,4,1,0.35711966125376327,0.49000000000000005,0
00202929_03,02029,3,1,0.4444736339055936,0.49000000000000005,0
00202929_04,02029,1,1,0.5167137097447649,0.49000000000000005,1
00202929_05,02029,1,1,0.44944934133294684,0.49000000000000005,0
00202929_07,02029,2,1,0.20370318536222753,0.49000000000000005,0
00202929_08,02029,3,1,0.216027823458258,0.49000000000000005,0
00202929_10,02029,4,1,0.48326137516227224,0.49000000000000005,0
00203001_01,02030,2,1,0.5115873155799172,0.53,0
00203001_03,02030,4,1,0.4963473093789683,0.53,0
00203001_05,02030,1,1,0.5320330120750674,0.53,1
00203001_06,02030,2,1,0.48417088332788305,0.53,0
00203001_07,02030,4,1,0.3809218680831787,0.53,0
00203001_09,02030,1,1,0.5292012082211826,0.53,0
00203001_10,02030,2,1,0.4924785619438539,0.53,0
00203007_02,02030,4,1,0.5115706553708464,0.53,0
00203007_03,02030,2,1,0.4982559229294854,0.53,0
00203007_04,02030,4,1,0.46014700201811803,0.53,0
00203007_05,02030,4,0,0.5330128886318503,0.53,1
00203007_06,02030,1,1,0.4981706773857134,0.53,0
00203007_07,02030,1,1,0.5330256135068259,0.53,1
00203008_00,02030,2,1,0.4601850629817932,0.53,0
00203008_02,02030,4,0,0.4027752097659796,0.53,0
00203008_04,02030,3,0,0.595695490784781,0.53,1
00203008_05,02030,4,0,0.5061390401617164,0.53,0
00203008_07,02030,2,1,0.44723649530272713,0.53,0
00203009_03,02030,1,0,0.5034042788975033,0.53,0
00203009_10,02030,4,0,0.5496041252147211,0.53,1
00203009_11,02030,4,0,0.3081982210136548,0.53,0
00203011_01,02030,1,1,0.503412392645436,0.53,0
00203011_06,02030,2,0,0.4857872244093296,0.53,0
00203011_07,02030,4,1,0.5178690827124138,0.53,0
00203011_08,02030,3,1,0.5846017653805873,0.53,1
00203011_10,02030,2,0,0.49100796436198657,0.53,0
00203011_11,02030,4,0,0.5683960230036241,0.53,1
00203013_02,02030,4,1,0.4983894598262264,0.53,0
00203013_03,02030,4,1,0.4846118482198239,0.53,0
00203013_06,02030,1,1,0.5071563190139886,0.53,0
00203013_08,02030,2,1,0.461451436005044,0.53,0
00203013_09,02030,4,0,0.5576883084728075,0.53,1
00203013_10,02030,4,1,0.15055670362623175,0.53,0
00203018_01,02030,4,1,0.29425153667026904,0.53,0
00203018_02,02030,1,1,0.5032774003765134,0.53,0
00203018_03,02030,1,1,0.5016774362083651,0.53,0
00203018_04,02030,2,1,0.0009512200305539731,0.53,0
00203018_06,02030,1,1,0.5134942028803082,0.53,0
00203018_08,02030,1,1,0.4995646911709752,0.53,0
00203018_10,02030,2,0,0.48101854882986506,0.53,0
00203020_00,02030,4,1,0.5340711494256251,0.53,1
00203020_03,02030,1,1,0.5071563190139886,0.53,0
00203020_05,02030,4,0,0.5302793788243468,0.53,1
00203020_06,02030,2,0,0.4859465032592717,0.53,0
00203020_08,02030,4,1,0.4555542305858993,0.53,0
00203024_01,02030,4,1,0.5621168553177285,0.53,1
00203024_03,02030,1,1,0.513698924795462,0.53,0
00203024_04,02030,2,1,0.6146151271984485,0.53,1
00203026_00,02030,4,1,0.5216198849833167,0.53,0
00203026_02,02030,2,1,0.4504596409096203,0.53,0
00203026_03,02030,4,0,0.46473044628626864,0.53,0
00203026_04,02030,4,1,0.36862519270768623,0.53,0
00203026_05,02030,1,1,0.5102756454059868,0.53,0
00203026_06,02030,4,1,0.4357996037880344,0.53,0
00203026_07,02030,1,1,0.5412860457322338,0.53,1
00203026_08,02030,3,1,0.44819709124425045,0.53,0
00203026_09,02030,3,1,0.5678276929168787,0.53,1
00203026_10,02030,4,1,0.4666124735721374,0.53,0
00203028_00,02030,4,1,0.3640861771598144,0.53,0
00203028_01,02030,2,1,0.4472673042460037,0.53,0
00203028_02,02030,4,1,0.27896902838530857,0.53,0
00203028_03,02030,2,1,0.43825955193623656,0.53,0
00203028_04,02030,3,1,0.4047627297004215,0.53,0
00203028_05,02030,4,1,0.5894723795608293,0.53,1
00203028_07,02030,3,0,0.42969351806414313,0.53,0
00203029_02,02030,4,1,0.48303907835284643,0.53,0
00203029_03,02030,3,1,0.849927443604127,0.53,1
00203029_04,02030,1,1,0.5000257301339629,0.53,0
00203029_05,02030,1,1,0.5071563190139886,0.53,0
00203029_07,02030,2,1,0.5057314400031486,0.53,0
00203029_08,02030,3,1,0.45276564335206854,0.53,0
00203029_10,02030,4,1,0.5653716536335089,0.53,1
00203101_01,02031,2,1,0.5867310402815223,0.49000000000000005,1
00203101_03,02031,4,1,0.6518538695322595,0.49000000000000005,1
00203101_05,02031,1,1,0.41233190867082076,0.49000000000000005,0
00203101_06,02031,2,1,0.3598398217645616,0.49000000000000005,0
00203101_07,02031,4,1,0.5327766959144756,0.49000000000000005,1
00203101_09,02031,1,1,0.3415439292723148,0.49000000000000005,0
00203101_10,02031,2,1,0.582170602659736,0.49000000000000005,1
00203107_02,02031,4,1,0.28859912131365667,0.49000000000000005,0
00203107_03,02031,2,1,0.6707686018071817,0.49000000000000005,1
00203107_04,02031,4,1,0.5717493022498608,0.49000000000000005,1
00203107_05,02031,4,1,0.3912619130745402,0.49000000000000005,0
00203107_06,02031,1,1,0.39091737821197226,0.49000000000000005,0
00203107_07,02031,1,1,0.1370235118013558,0.49000000000000005,0
00203108_00,02031,2,1,0.581207108682018,0.49000000000000005,1
00203108_02,02031,4,1,0.519074693010221,0.49000000000000005,1
00203108_04,02031,3,1,0.32924702468215766,0.49000000000000005,0
00203108_05,02031,4,1,0.543868647143657,0.49000000000000005,1
00203108_07,02031,2,1,0.6418559604177021,0.49000000000000005,1
00203109_03,02031,1,1,0.5090766310364757,0.49000000000000005,1
00203109_10,02031,4,1,0.5723348164922294,0.49000000000000005,1
00203109_11,02031,4,1,0.5744262618884662,0.49000000000000005,1
00203111_01,02031,1,1,0.6422151174071352,0.49000000000000005,1
00203111_06,02031,2,1,0.5756631966405906,0.49000000000000005,1
00203111_07,02031,4,1,0.4196691361693259,0.49000000000000005,0
00203111_08,02031,3,1,0.6377819975848069,0.49000000000000005,1
00203111_10,02031,2,1,0.5939891985177931,0.49000000000000005,1
00203111_11,02031,4,1,0.22564857615780357,0.49000000000000005,0
00203113_02,02031,4,1,0.6939827351641958,0.49000000000000005,1
00203113_03,02031,4,1,0.5515938393165885,0.49000000000000005,1
00203113_06,02031,1,1,0.6421337037246002,0.49000000000000005,1
00203113_08,02031,2,1,0.5682420672913092,0.49000000000000005,1
00203113_09,02031,4,0,0.6713711819779606,0.49000000000000005,1
00203113_10,02031,4,1,0.43637631690862766,0.49000000000000005,0
00203118_01,02031,4,1,0.6682088287390646,0.49000000000000005,1
00203118_02,02031,1,1,0.3907486721822488,0.49000000000000005,0
00203118_03,02031,1,1,0.560289553851342,0.49000000000000005,1
00203118_04,02031,2,1,0.5080123922315978,0.49000000000000005,1
00203118_06,02031,1,1,0.351567461927505,0.49000000000000005,0
00203118_08,02031,1,1,0.326630617370462,0.49000000000000005,0
00203118_10,02031,2,1,0.5079176154943399,0.49000000000000005,1
00203120_00,02031,4,1,0.0021654752437355743,0.49000000000000005,0
00203120_03,02031,1,1,0.6419708517630912,0.49000000000000005,1
00203120_05,02031,4,0,0.5242107865591437,0.49000000000000005,1
00203120_06,02031,2,1,0.5849939044043155,0.49000000000000005,1
00203120_08,02031,4,1,0.39747050073616946,0.49000000000000005,0
00203124_01,02031,4,1,0.4023401891221324,0.49000000000000005,0
00203124_03,02031,1,1,0.3425828718610216,0.49000000000000005,0
00203124_04,02031,2,1,0.592566017482596,0.49000000000000005,1
00203126_00,02031,4,1,0.40945471192653793,0.49000000000000005,0
00203126_02,02031,2,1,0.5984938085437903,0.49000000000000005,1
00203126_03,02031,4,1,0.6501507371253877,0.49000000000000005,1
00203126_04,02031,4,1,0.33067996131763583,0.49000000000000005,0
00203126_05,02031,1,1,0.4114895256410498,0.49000000000000005,0
00203126_06,02031,4,1,0.21245966231676724,0.49000000000000005,0
00203126_07,02031,1,0,0.39729520419234715,0.49000000000000005,0
00203126_08,02031,3,0,0.5176491662872765,0.49000000000000005,1
00203126_09,02031,3,1,0.3957472702710352,0.49000000000000005,0
00203126_10,02031,4,1,0.23390903148480272,0.49000000000000005,0
00203128_00,02031,4,1,0.3947359705176193,0.49000000000000005,0
00203128_01,02031,2,1,0.6842248656006756,0.49000000000000005,1
00203128_02,02031,4,0,0.70034204706739,0.49000000000000005,1
00203128_03,02031,2,1,0.5896633383896004,0.49000000000000005,1
00203128_04,02031,3,1,0.21967865486038662,0.49000000000000005,0
00203128_05,02031,4,1,0.6094704951110101,0.49000000000000005,1
00203128_07,02031,3,0,0.6085924233429502,0.49000000000000005,1
00203129_02,02031,4,1,0.6577098749352261,0.49000000000000005,1
00203129_03,02031,3,1,0.1761994202306604,0.49000000000000005,0
00203129_04,02031,1,1,0.37387397089271723,0.49000000000000005,0
00203129_05,02031,1,1,0.45174222442686907,0.49000000000000005,0
00203129_07,02031,2,1,0.47143865058760376,0.49000000000000005,0
00203129_08,02031,3,1,0.33750241297142664,0.49000000000000005,0
00203129_10,02031,4,1,0.8426583154318749,0.49000000000000005,1
00203301_01,02033,2,1,0.513422986578945,0.49000000000000005,1
00203301_03,02033,4,1,0.47086644430105207,0.49000000000000005,0
00203301_05,02033,1,1,0.468980416577922,0.49000000000000005,0
00203301_06,02033,2,1,0.40455813512265293,0.49000000000000005,0
00203301_07,02033,4,1,0.3711986792408895,0.49000000000000005,0
00203301_09,02033,1,1,0.4788749657348793,0.49000000000000005,0
00203301_10,02033,2,1,0.5174938855386432,0.49000000000000005,1
00203307_02,02033,4,1,0.46689103196822795,0.49000000000000005,0
00203307_03,02033,2,1,0.519164362964996,0.49000000000000005,1
00203307_04,02033,4,1,0.32127929548434153,0.49000000000000005,0
00203307_05,02033,4,1,0.45553883500398235,0.49000000000000005,0
00203307_06,02033,1,1,0.4680377234153706,0.49000000000000005,0
00203307_07,02033,1,1,0.46009890239840345,0.49000000000000005,0
00203308_00,02033,2,1,0.3974278899514282,0.49000000000000005,0
00203308_02,02033,4,1,0.47656193649663026,0.49000000000000005,0
00203308_04,02033,3,1,0.47213785936395286,0.49000000000000005,0
00203308_05,02033,4,1,0.3685789862593642,0.49000000000000005,0
00203308_07,02033,2,1,0.41966711733993445,0.49000000000000005,0
00203309_03,02033,1,1,0.46986495474645734,0.49000000000000005,0
00203309_10,02033,4,1,0.5645606107190739,0.49000000000000005,1
00203309_11,02033,4,1,0.21217753104022835,0.49000000000000005,0
00203311_01,02033,1,1,0.4745382336638575,0.49000000000000005,0
00203311_06,02033,2,1,0.5024219332915877,0.49000000000000005,1
00203311_07,02033,4,1,0.4996666127209662,0.49000000000000005,1
00203311_08,02033,3,1,0.17511621354229998,0.49000000000000005,0
00203311_10,02033,2,1,0.4948389011784049,0.49000000000000005,1
00203311_11,02033,4,1,0.28979357585910104,0.49000000000000005,0
00203313_02,02033,4,1,0.5099856937224927,0.49000000000000005,1
00203313_03,02033,4,1,0.4794303439218559,0.49000000000000005,0
00203313_06,02033,1,1,0.4794933949374485,0.49000000000000005,0
00203313_08,02033,2,1,0.7018893762411077,0.49000000000000005,1
00203313_09,02033,4,1,0.38045269631876427,0.49000000000000005,0
00203313_10,02033,4,1,0.3061200676642851,0.49000000000000005,0
00203318_01,02033,4,1,0.4724267625135747,0.49000000000000005,0
00203318_02,02033,1,1,0.46220662223865,0.49000000000000005,0
00203318_03,02033,1,1,0.4599867885735481,0.49000000000000005,0
00203318_04,02033,2,1,0.4002597408673323,0.49000000000000005,0
00203318_06,02033,1,1,0.4644873959092195,0.49000000000000005,0
00203318_08,02033,1,1,0.467857208525608,0.49000000000000005,0
00203318_10,02033,2,1,0.4919214962062327,0.49000000000000005,1
00203320_00,02033,4,1,0.46280758195571764,0.49000000000000005,0
00203320_03,02033,1,1,0.4610056758900762,0.49000000000000005,0
00203320_05,02033,4,1,0.4667343393487346,0.49000000000000005,0
00203320_06,02033,2,1,0.5199096948907912,0.49000000000000005,1
00203320_08,02033,4,1,0.3764490169778754,0.49000000000000005,0
00203324_01,02033,4,1,0.29419182419393686,0.49000000000000005,0
00203324_03,02033,1,1,0.45242639061317347,0.49000000000000005,0
00203324_04,02033,2,1,0.5116849611248377,0.49000000000000005,1
00203326_00,02033,4,1,0.4087301609004849,0.49000000000000005,0
00203326_02,02033,2,1,0.44671720521349173,0.49000000000000005,0
00203326_03,02033,4,1,0.4719108094753354,0.49000000000000005,0
00203326_04,02033,4,1,0.2827924907517074,0.49000000000000005,0
00203326_05,02033,1,1,0.46467807750524354,0.49000000000000005,0
00203326_06,02033,4,1,0.28040258702628235,0.49000000000000005,0
00203326_07,02033,1,1,0.5280356274722722,0.49000000000000005,1
00203326_08,02033,3,1,0.6365196454325497,0.49000000000000005,1
00203326_09,02033,3,1,0.46594660817986433,0.49000000000000005,0
00203326_10,02033,4,1,0.48848358301775396,0.49000000000000005,0
00203328_00,02033,4,1,0.5184319527688489,0.49000000000000005,1
00203328_01,02033,2,1,0.5092734849955154,0.49000000000000005,1
00203328_02,02033,4,1,0.33761917466430846,0.49000000000000005,0
00203328_03,02033,2,1,0.47033748731711766,0.49000000000000005,0
00203328_04,02033,3,1,0.5415662875378318,0.49000000000000005,1
00203328_05,02033,4,1,0.2332384085594534,0.49000000000000005,0
00203328_07,02033,3,1,0.007132525979260987,0.49000000000000005,0
00203329_02,02033,4,1,0.34775629269566344,0.49000000000000005,0
00203329_03,02033,3,1,0.7346015135399846,0.49000000000000005,1
00203329_04,02033,1,1,0.4588997659716189,0.49000000000000005,0
00203329_05,02033,1,1,0.4646175221050453,0.49000000000000005,0
00203329_07,02033,2,1,0.4247614520972795,0.49000000000000005,0
00203329_08,02033,3,1,0.00024408183132721185,0.49000000000000005,0
00203329_10,02033,4,1,0.5035228429438701,0.49000000000000005,1
00203401_01,02034,2,1,0.5391225519124203,0.6100000000000001,0
00203401_03,02034,4,1,0.517873410749243,0.6100000000000001,0
00203401_05,02034,1,1,0.46595121303221904,0.6100000000000001,0
00203401_06,02034,2,1,0.16873371759387634,0.6100000000000001,0
00203401_07,02034,4,1,0.39133374129461174,0.6100000000000001,0
00203401_09,02034,1,1,0.2611525810578437,0.6100000000000001,0
00203401_10,02034,2,1,0.48898972385177397,0.6100000000000001,0
00203407_02,02034,4,1,0.39404655674324873,0.6100000000000001,0
00203407_03,02034,2,1,0.579828768516138,0.6100000000000001,0
00203407_04,02034,4,1,0.6038808978911031,0.6100000000000001,0
00203407_05,02034,4,1,0.5545189453023455,0.6100000000000001,0
00203407_06,02034,1,1,0.3072825398413084,0.6100000000000001,0
00203407_07,02034,1,1,0.1919607353505922,0.6100000000000001,0
00203408_00,02034,2,1,0.3993382125614824,0.6100000000000001,0
00203408_02,02034,4,1,0.4940637240333816,0.6100000000000001,0
00203408_04,02034,3,1,0.21843670655955777,0.6100000000000001,0
00203408_05,02034,4,1,0.4042311512397768,0.6100000000000001,0
00203408_07,02034,2,1,0.28424463496692165,0.6100000000000001,0
00203409_03,02034,1,1,0.4699183453651239,0.6100000000000001,0
00203409_10,02034,4,1,0.13085910815651433,0.6100000000000001,0
00203409_11,02034,4,1,0.10499227724007786,0.6100000000000001,0
00203411_01,02034,1,1,0.47351767000140405,0.6100000000000001,0
00203411_06,02034,2,1,0.8817914230654015,0.6100000000000001,1
00203411_07,02034,4,1,0.6497355790529651,0.6100000000000001,1
00203411_08,02034,3,1,0.26539485618547326,0.6100000000000001,0
00203411_10,02034,2,1,0.4206119454233419,0.6100000000000001,0
00203411_11,02034,4,1,0.06030151387345372,0.6100000000000001,0
00203413_02,02034,4,1,0.4045647033235071,0.6100000000000001,0
00203413_03,02034,4,1,0.39873098322756706,0.6100000000000001,0
00203413_06,02034,1,1,0.4790305076299215,0.6100000000000001,0
00203413_08,02034,2,1,0.38832697956076356,0.6100000000000001,0
00203413_09,02034,4,1,0.48223972020210476,0.6100000000000001,0
00203413_10,02034,4,1,0.04262408059335498,0.6100000000000001,0
00203418_01,02034,4,1,0.5604667882359481,0.6100000000000001,0
00203418_02,02034,1,1,0.33051219865618403,0.6100000000000001,0
00203418_03,02034,1,1,0.4558134294764834,0.6100000000000001,0
00203418_04,02034,2,1,0.10236825008571912,0.6100000000000001,0
00203418_06,02034,1,1,0.3749660003564119,0.6100000000000001,0
00203418_08,02034,1,1,0.6620929264410764,0.6100000000000001,1
00203418_10,02034,2,1,0.5981352870711073,0.6100000000000001,0
00203420_00,02034,4,1,0.4549251509217593,0.6100000000000001,0
00203420_03,02034,1,1,0.46597462407077145,0.6100000000000001,0
00203420_05,02034,4,1,0.5262339456341049,0.6100000000000001,0
00203420_06,02034,2,1,0.3822699159557949,0.6100000000000001,0
00203420_08,02034,4,1,0.39711355054667935,0.6100000000000001,0
00203424_01,02034,4,1,0.28910335826067035,0.6100000000000001,0
00203424_03,02034,1,1,0.3076830262182241,0.6100000000000001,0
00203424_04,02034,2,1,0.7102766320276942,0.6100000000000001,1
00203426_00,02034,4,1,0.4063823891130063,0.6100000000000001,0
00203426_02,02034,2,1,0.017291335822684117,0.6100000000000001,0
00203426_03,02034,4,1,0.3704376318042739,0.6100000000000001,0
00203426_04,02034,4,1,0.2899891160710881,0.6100000000000001,0
00203426_05,02034,1,1,0.3421616243887187,0.6100000000000001,0
00203426_06,02034,4,1,0.1614734863212826,0.6100000000000001,0
00203426_07,02034,1,1,0.2649379843048041,0.6100000000000001,0
00203426_08,02034,3,1,0.13153485979541024,0.6100000000000001,0
00203426_09,02034,3,1,0.27825502683168163,0.6100000000000001,0
00203426_10,02034,4,1,0.41277180353016235,0.6100000000000001,0
00203428_00,02034,4,1,0.4002801216289782,0.6100000000000001,0
00203428_01,02034,2,1,0.11739247349997566,0.6100000000000001,0
00203428_02,02034,4,1,0.3137986381357855,0.6100000000000001,0
00203428_03,02034,2,1,0.14028498350640153,0.6100000000000001,0
00203428_04,02034,3,1,0.23278787827367645,0.6100000000000001,0
00203428_05,02034,4,1,0.19557450181385044,0.6100000000000001,0
00203428_07,02034,3,1,0.8518960649231357,0.6100000000000001,1
00203429_02,02034,4,0,0.7133628865886112,0.6100000000000001,1
00203429_03,02034,3,1,0.9999999839063263,0.6100000000000001,1
00203429_04,02034,1,1,0.4182673680874637,0.6100000000000001,0
00203429_05,02034,1,1,0.3660089687092234,0.6100000000000001,0
00203429_07,02034,2,1,0.18724777561458625,0.6100000000000001,0
00203429_08,02034,3,1,0.9999999999998972,0.6100000000000001,1
00203429_10,02034,4,1,0.23594221136140398,0.6100000000000001,0
00203501_01,02035,2,1,0.491396062169217,0.49000000000000005,1
00203501_03,02035,4,1,0.4078706584025896,0.49000000000000005,0
00203501_05,02035,1,1,0.4393816834231648,0.49000000000000005,0
00203501_06,02035,2,1,0.1552288142375906,0.49000000000000005,0
00203501_07,02035,4,1,0.4014897766088387,0.49000000000000005,0
00203501_09,02035,1,1,0.4132969073027525,0.49000000000000005,0
00203501_10,02035,2,0,0.5132457773512764,0.49000000000000005,1
00203507_02,02035,4,1,0.34595551572664757,0.49000000000000005,0
00203507_03,02035,2,0,0.4797192712522671,0.49000000000000005,0
00203507_04,02035,4,1,0.495823103866961,0.49000000000000005,1
00203507_05,02035,4,1,0.4210951818923524,0.49000000000000005,0
00203507_06,02035,1,1,0.45314607526020856,0.49000000000000005,0
00203507_07,02035,1,1,0.4602788399365509,0.49000000000000005,0
00203508_00,02035,2,1,0.018743280434492818,0.49000000000000005,0
00203508_02,02035,4,1,0.47897885322682066,0.49000000000000005,0
00203508_04,02035,3,0,0.7045045640811296,0.49000000000000005,1
00203508_05,02035,4,1,0.9946751127432654,0.49000000000000005,1
00203508_07,02035,2,1,0.287509505683405,0.49000000000000005,0
00203509_03,02035,1,1,0.4178926450213086,0.49000000000000005,0
00203509_10,02035,4,1,0.29219235722458964,0.49000000000000005,0
00203509_11,02035,4,1,0.1748031290642749,0.49000000000000005,0
00203511_01,02035,1,0,0.41847172217297834,0.49000000000000005,0
00203511_06,02035,2,1,0.47648358991196654,0.49000000000000005,0
00203511_07,02035,4,1,0.5746261263213935,0.49000000000000005,1
00203511_08,02035,3,1,0.5522030515055342,0.49000000000000005,1
00203511_10,02035,2,0,0.5202701341529606,0.49000000000000005,1
00203511_11,02035,4,1,0.2262439985911672,0.49000000000000005,0
00203513_02,02035,4,1,0.5534613274036373,0.49000000000000005,1
00203513_03,02035,4,1,0.4401829403161156,0.49000000000000005,0
00203513_06,02035,1,1,0.45043046043886836,0.49000000000000005,0
00203513_08,02035,2,1,0.3907173011662897,0.49000000000000005,0
00203513_09,02035,4,0,0.5472798183988531,0.49000000000000005,1
00203513_10,02035,4,1,0.2722851054206418,0.49000000000000005,0
00203518_01,02035,4,0,0.4609231955932289,0.49000000000000005,0
00203518_02,02035,1,1,0.43549807297450915,0.49000000000000005,0
00203518_03,02035,1,1,0.4338600201288076,0.49000000000000005,0
00203518_04,02035,2,1,0.03472543804798547,0.49000000000000005,0
00203518_06,02035,1,0,0.5870854011915521,0.49000000000000005,1
00203518_08,02035,1,1,0.429132525480344,0.49000000000000005,0
00203518_10,02035,2,1,0.5919945697092996,0.49000000000000005,1
00203520_00,02035,4,1,0.4674432023999507,0.49000000000000005,0
00203520_03,02035,1,1,0.437981935666618,0.49000000000000005,0
00203520_05,02035,4,1,0.41230041941147993,0.49000000000000005,0
00203520_06,02035,2,1,0.5033977394430951,0.49000000000000005,1
00203520_08,02035,4,1,0.21158304771047143,0.49000000000000005,0
00203524_01,02035,4,1,0.9443069401948322,0.49000000000000005,1
00203524_03,02035,1,1,0.3802396696881991,0.49000000000000005,0
00203524_04,02035,2,1,0.4821438998780826,0.49000000000000005,0
00203526_00,02035,4,1,0.29862067515493446,0.49000000000000005,0
00203526_02,02035,2,0,0.689687286544065,0.49000000000000005,1
00203526_03,02035,4,0,0.4889973047970408,0.49000000000000005,0
00203526_04,02035,4,1,0.9800822162683284,0.49000000000000005,1
00203526_05,02035,1,1,0.4406015985606785,0.49000000000000005,0
00203526_06,02035,4,1,0.2153803264099318,0.49000000000000005,0
00203526_07,02035,1,1,0.96228861437297,0.49000000000000005,1
00203526_08,02035,3,1,0.9322003420722553,0.49000000000000005,1
00203526_09,02035,3,1,0.47279156125976574,0.49000000000000005,0
00203526_10,02035,4,1,0.4688912868676413,0.49000000000000005,0
00203528_00,02035,4,1,0.45795739625975135,0.49000000000000005,0
00203528_01,02035,2,1,8.749530969238028e-06,0.49000000000000005,0
00203528_02,02035,4,1,0.21652611058155763,0.49000000000000005,0
00203528_03,02035,2,1,0.28019166666731166,0.49000000000000005,0
00203528_04,02035,3,1,0.5525995675309283,0.49000000000000005,1
00203528_05,02035,4,1,0.20409677614096738,0.49000000000000005,0
00203528_07,02035,3,0,0.5665615017086382,0.49000000000000005,1
00203529_02,02035,4,1,0.16664563264508056,0.49000000000000005,0
00203529_03,02035,3,1,0.5854171638241085,0.49000000000000005,1
00203529_04,02035,1,1,0.48559369293026206,0.49000000000000005,0
00203529_05,02035,1,1,0.4761318271041279,0.49000000000000005,0
00203529_07,02035,2,0,0.6834937013119846,0.49000000000000005,1
00203529_08,02035,3,1,0.017692118047550557,0.49000000000000005,0
00203529_10,02035,4,1,0.46041680940550017,0.49000000000000005,0
00203801_01,02038,2,1,0.4790681611542115,0.53,0
00203801_03,02038,4,1,0.47049894259550407,0.53,0
00203801_05,02038,1,1,0.5060096187053431,0.53,0
00203801_06,02038,2,1,0.5102964371263876,0.53,0
00203801_07,02038,4,1,0.3873007189037693,0.53,0
00203801_09,02038,1,1,0.5059423689084394,0.53,0
00203801_10,02038,2,1,0.49344054007875965,0.53,0
00203807_02,02038,4,0,0.49563677947651485,0.53,0
00203807_03,02038,2,1,0.48147677025118235,0.53,0
00203807_04,02038,4,1,0.5057787711597818,0.53,0
00203807_05,02038,4,1,0.4928382321583864,0.53,0
00203807_06,02038,1,1,0.49887546177607706,0.53,0
00203807_07,02038,1,1,0.5163308276646583,0.53,0
00203808_00,02038,2,0,0.48360774506026744,0.53,0
00203808_02,02038,4,1,0.527835668491575,0.53,0
00203808_04,02038,3,1,0.5311618923539155,0.53,1
00203808_05,02038,4,1,0.38414951594803076,0.53,0
00203808_07,02038,2,1,0.6080210601154779,0.53,1
00203809_03,02038,1,0,0.5029488544825789,0.53,0
00203809_10,02038,4,1,0.43989712434253386,0.53,0
00203809_11,02038,4,1,0.5169873250223904,0.53,0
