token_id,speaker_id,human_correct,produced_tone_proxy,predicted_tone,probability_T1,probability_T2,probability_T3,probability_T4
00202420_00,02024,1,T4,T1,0.481603302638876,0.0849269997629515,0.040387412468508396,0.39308228512966414
00202420_03,02024,1,T1,T4,0.2666131321904278,0.06726887086480687,0.08845441128393558,0.5776635856608298
00202420_05,02024,1,T4,T4,0.36210152295703174,0.06380969131145961,0.047814321348579526,0.5262744643829291
00202420_06,02024,1,T2,T1,0.40419513241191934,0.2919365050285468,0.05503368007648813,0.24883468248304585
00202420_08,02024,1,T4,T4,0.1448458693745912,0.12580861142792066,0.1539504710120437,0.5753950481854444
00202424_01,02024,1,T4,T4,0.01932909824935737,0.033506259432933734,0.16811565742385978,0.7790489848938491
00202424_03,02024,1,T1,T1,0.5345215267921027,0.25198718722406727,0.04124158902837019,0.17224969695545977
00202424_04,02024,1,T2,T4,0.1146334995764424,0.09811826491034265,0.2931569161743591,0.4940913193388559
00202426_00,02024,1,T4,T4,0.24772413677572316,0.06601629098379982,0.05530687619626677,0.6309526960442103
00202426_02,02024,1,T2,T3,0.11871462259673425,0.16912142669027064,0.4893805902210378,0.2227833604919574
00202426_03,02024,1,T4,T4,0.27080064636524614,0.047367262068490616,0.061215119804845584,0.6206169717614176
00202426_04,02024,1,T4,T4,0.06288908275885931,0.061636521024422984,0.10694878223682658,0.7685256139798912
00202426_05,02024,1,T1,T1,0.4504638548541353,0.1622476499174831,0.1100377833736353,0.2772507118547462
00202426_06,02024,1,T4,T4,0.009151171296833266,0.012061655856955792,0.06241315469456459,0.9163740181516462
00202426_07,02024,1,T1,T1,0.4566759200263845,0.3257950557693687,0.053090494013063164,0.16443853019118362
00202426_08,02024,1,T3,T4,1.1853628374619376e-06,0.39112151373246623,0.006315722875417297,0.6025615780292789
00202426_09,02024,1,T3,T4,0.019336575698665145,0.03732955643852556,0.22027426054130667,0.7230596073215025
00202426_10,02024,1,T4,T1,0.3886556542478755,0.36689843794712274,0.06348025010020719,0.1809656577047946
00202428_00,02024,1,T4,T4,0.1515541995923835,0.07511095955905137,0.08237305154153092,0.6909617893070342
00202428_01,02024,1,T2,T3,0.22173131910958402,0.2421646725922239,0.3281364561676179,0.2079675521305741
00202428_02,02024,1,T4,T4,0.06449701207093646,0.03856169622226754,0.09221618099335535,0.8047251107134406
00202428_03,02024,1,T2,T3,0.21320675817831336,0.2909774013776894,0.37113247594392657,0.12468336450007067
00202428_04,02024,1,T3,T4,0.10828338329629392,0.09349410662698363,0.24137861287807733,0.5568438971986451
00202428_05,02024,1,T4,T4,0.03685715934222837,0.028693002926741023,0.09306946424255418,0.8413803734884764
00202428_07,02024,1,T3,T3,0.0011737989488942362,0.04016384149550789,0.8865020000285561,0.07216035952704182
00202429_02,02024,1,T4,T4,0.04656731661581799,0.02283533634264268,0.07392897039542391,0.8566683766461153
00202429_03,02024,1,T3,T3,0.13641428193874333,0.3060778387849552,0.4139142895500453,0.14359358972625616
00202429_04,02024,1,T1,T4,0.3652101969619342,0.12006483409563724,0.05131313167777442,0.46341183726465407
00202429_05,02024,1,T1,T4,0.3526143357239273,0.14673694602039108,0.07145010297577958,0.42919861527990205
00202429_07,02024,1,T2,T1,0.5021820991682866,0.3259235907413047,0.051325826364280604,0.12056848372612805
00202429_08,02024,1,T3,T4,1.417876755047724e-08,1.4437467663100075e-05,0.0022711722147902135,0.9977143761387791
00202429_10,02024,1,T4,T4,0.19139028953947615,0.1151221891096723,0.08076276722958607,0.6127247541212655
00202801_01,02028,1,T2,T3,0.2536358454941961,0.22672963011434352,0.3200036608513364,0.1996308635401239
00202801_05,02028,1,T1,T1,0.3264215507669799,0.2302411838608045,0.2011680333601041,0.24216923201211157
00202801_06,02028,1,T2,T2,0.0967648431978898,0.5668665735503291,0.3023467879265445,0.034021795325236616
00202801_07,02028,1,T4,T3,0.03920032345477192,0.13191467773990614,0.5405657355496196,0.28831926325570234
00202801_10,02028,1,T2,T2,0.296880703583983,0.2983515585370016,0.2583601655091832,0.14640757236983204
00202807_06,02028,1,T1,T1,0.37032606317944744,0.28480143676146724,0.08906082938751146,0.25581167067157384
00202808_00,02028,1,T2,T1,0.32644579249519234,0.18163879952090747,0.24724913474844656,0.24466627323545356
00202808_02,02028,1,T4,T2,0.10962703397138339,0.3913839910103685,0.34505924613687367,0.1539297288813744
00202808_05,02028,1,T4,T3,0.04394593380554468,0.17253651096767894,0.612933350283201,0.17058420494357543
00202808_07,02028,1,T2,T2,0.1787053080952536,0.4837334116008938,0.2957467000241831,0.04181458027966955
00202809_03,02028,1,T1,T1,0.42359441597493036,0.1154816020485743,0.19436456948750871,0.2665594124889866
00202809_10,02028,1,T4,T3,0.18205687493670294,0.3804262663341336,0.384767151161258,0.05274970756790547
00202809_11,02028,1,T4,T3,0.07210033468905998,0.17025184370257956,0.443564369512888,0.3140834520954725
00202811_01,02028,1,T1,T3,0.15877887378597638,0.21232766843303366,0.36115576907144487,0.2677376887095449
00202811_07,02028,1,T4,T2,0.3637891638739279,0.39224496668250797,0.09183937231688344,0.1521264971266809
00202811_08,02028,1,T3,T3,0.0696950613954436,0.19941939099374095,0.4363296660727945,0.294555881538021
00202813_06,02028,1,T1,T4,0.2677719513739527,0.13891876200632616,0.19257612318945433,0.4007331634302669
00202813_10,02028,1,T4,T4,0.0955040460627581,0.22112000021022032,0.3023330614377588,0.3810428922892628
00202818_01,02028,1,T4,T3,0.1904995566163184,0.24147119460994987,0.40366250117867863,0.16436674759505315
00202818_02,02028,1,T1,T2,0.23823407036653887,0.334645821757708,0.14554390725839111,0.2815762006173621
00202818_03,02028,1,T1,T3,0.2936583466398079,0.16440048757839962,0.30998675111288354,0.23195441466890906
00202818_04,02028,1,T2,T1,0.31802098325148187,0.18325714398354745,0.22958878782007391,0.2691330849448967
00202818_06,02028,1,T1,T1,0.4109441184679957,0.27278945067917565,0.12621342830800175,0.19005300254482677
00202818_08,02028,1,T1,T4,0.18727816648849915,0.22381771535810208,0.19719277760149523,0.3917113405519036
00202818_10,02028,1,T2,T2,0.1645662167646662,0.48297107898423575,0.24425485667439475,0.10820784757670336
00202820_00,02028,1,T4,T1,0.46795041345087346,0.20094933382665028,0.06311067029542161,0.26798958242705456
00202820_03,02028,1,T1,T3,0.27199134130714675,0.1835227755122271,0.31610214363262196,0.2283837395480042
00202820_05,02028,1,T4,T1,0.4015875300687735,0.25137456492054566,0.06344366058186302,0.28359424442881787
00202820_08,02028,1,T4,T1,0.34834037253014605,0.2525413035859765,0.17922302208988655,0.21989530179399097
00202824_03,02028,1,T1,T2,0.31396367297114325,0.3579111161844302,0.13618227247951964,0.19194293836490692
00202824_04,02028,1,T2,T2,0.23202515281045766,0.33296069226344005,0.21374625788296567,0.2212678970431365
00202826_00,02028,1,T4,T2,0.27730757288332647,0.2808819241545807,0.1716881216230837,0.2701223813390091
00202826_02,02028,1,T2,T4,0.07102630455916567,0.045891817261878784,0.33801205996846895,0.5450698182104866
00202826_04,02028,1,T4,T3,0.017969228833446933,0.07584326378286406,0.5015645896513726,0.40462291773231635
00202826_05,02028,1,T1,T4,0.1404638362971006,0.18853412495788843,0.2952191151825465,0.37578292356246457
00202826_06,02028,1,T4,T3,0.21058531538266992,0.23911197407564305,0.3891432133448171,0.16115949719686987
00202826_07,02028,1,T1,T4,0.1480784998753771,0.26924113410719847,0.24357301169592976,0.3391073543214947
00202826_08,02028,1,T3,T2,0.24280426423422413,0.3310965712268929,0.2866909082587748,0.1394082562801083
00202826_09,02028,1,T3,T3,0.2255475730948512,0.2490454821413905,0.3653313692621202,0.16007557550163815
00202826_10,02028,1,T4,T2,0.13678121343217012,0.6016494705847796,0.07350798515066062,0.18806133083238966
00202828_00,02028,1,T4,T1,0.3029629812242102,0.2949887836155988,0.16799479633814382,0.23405343882204718
00202828_01,02028,1,T2,T1,0.3393273145824489,0.17530945180893887,0.2508730489327905,0.2344901846758217
00202828_03,02028,1,T2,T2,0.1826027048055597,0.4562840791680723,0.3180324721486111,0.04308074387775697
00202828_04,02028,1,T3,T3,0.1454386849160181,0.17382551232915813,0.38930968554630047,0.29142611720852324
00202828_05,02028,1,T4,T4,0.20942530721009275,0.11725627657201702,0.26608977508549053,0.4072286411323997
00202828_07,02028,1,T3,T2,0.3066904803986471,0.32301110444856057,0.1687225058062332,0.20157590934655917
00202829_02,02028,1,T4,T3,0.20487462155365121,0.33140375286624024,0.3428175302061511,0.12090409537395759
00202829_03,02028,1,T3,T4,0.16194195708811518,0.28443098355774915,0.20518844752889281,0.3484386118252427
00202829_04,02028,1,T1,T2,0.23647533699588943,0.4553021772607236,0.22593252724249677,0.08228995850089021
00202829_05,02028,1,T1,T2,0.2750248980402729,0.3359397524616533,0.13741190922135957,0.25162344027671424
00202829_08,02028,1,T3,T3,0.03507328163758421,0.11277826607916674,0.582390647747271,0.26975780453597803
00202829_10,02028,1,T4,T2,0.2239439640918613,0.26221181101721014,0.25654327378383235,0.25730095110709617
00202901_01,02029,1,T2,T2,0.21058598408693024,0.38411834250877397,0.2738568425484947,0.1314388308558012
00202901_03,02029,1,T4,T1,0.29458590497736464,0.18989312708158118,0.258119039412937,0.2574019285281171
00202901_05,02029,1,T1,T1,0.26679085790168255,0.25113278588474586,0.24362005799917716,0.23845629821439446
00202901_06,02029,1,T2,T2,0.18868139739784426,0.4294974784991288,0.3024063195756872,0.0794148045273398
00202901_07,02029,1,T4,T3,0.17558117836319997,0.25536921033123394,0.3470484268082708,0.22200118449729542
00202901_10,02029,1,T2,T3,0.13325155100989175,0.32049243918018244,0.442695648721752,0.10356036108817383
00202907_02,02029,1,T4,T4,0.26109223890314,0.15328364245360868,0.24053739811846706,0.3450867205247843
00202907_03,02029,1,T2,T2,0.26609757501751485,0.4215453129558819,0.12856892597164846,0.18378818605495478
00202907_04,02029,1,T4,T3,0.07424895046629205,0.2132654329028802,0.5879576195247095,0.12452799710611828
00202907_05,02029,1,T4,T3,0.20994682630476127,0.17300491404839333,0.3183422179018077,0.29870604174503773
00202907_06,02029,1,T1,T2,0.2701795601901158,0.44353670607764784,0.1673714525432596,0.11891228118897666
00202907_07,02029,1,T1,T2,0.22039876980305476,0.35931924854780517,0.20109141454923818,0.21919056709990203
00202908_00,02029,1,T2,T2,0.2602697806351641,0.3196172964863478,0.317036845800685,0.103076077077803
00202908_02,02029,1,T4,T1,0.3982107692557621,0.23840798680560918,0.14278969986111373,0.2205915440775149
00202908_04,02029,1,T3,T2,0.11827969691527616,0.46793278813712125,0.3438313114282759,0.06995620351932666
00202908_05,02029,1,T4,T4,0.0687971962857008,0.08677567909842669,0.39487773396903947,0.449549390646833
00202908_07,02029,1,T2,T2,0.12823136811326,0.5506611294357651,0.293294303439694,0.027813199011280987
00202909_10,02029,1,T4,T3,0.2454066079232856,0.24726848557817913,0.3227986527268913,0.18452625377164394
00202909_11,02029,1,T4,T3,0.03961741626789974,0.11635684799181288,0.45992474048693666,0.3841009952533507
00202911_01,02029,1,T1,T3,0.10206010638027814,0.22393597587208527,0.5987954952240605,0.07520842252357615
00202911_06,02029,1,T2,T1,0.3923659755313855,0.26002777481600176,0.07486399412422702,0.27274225552838566
00202911_07,02029,1,T4,T2,0.17500261052447288,0.3802230657013944,0.24655559288313364,0.19821873089099923
00202911_08,02029,1,T3,T2,0.1610282433639424,0.3998519896779645,0.34467735686259693,0.09444241009549616
00202911_10,02029,1,T2,T1,0.3949722276668325,0.31804794267655784,0.0972174450128481,0.18976238464376155
00202911_11,02029,1,T4,T4,0.0680260896529752,0.11998142396319712,0.3993887930013265,0.41260369338250114
00202913_02,02029,1,T4,T3,0.21593843310388813,0.2826426405806786,0.3375217875407718,0.16389713877466153
00202913_03,02029,1,T4,T3,0.2791982721830789,0.20349779081500596,0.2932186456025792,0.22408529139933586
00202913_06,02029,1,T1,T3,0.19881769475813663,0.2194860019231216,0.37781002887147813,0.2038862744472637
00202913_08,02029,1,T2,T2,0.00028565764654993846,0.6094808741370142,0.3855379415776161,0.004695526638819754
00202913_09,02029,1,T4,T1,0.34562555511411924,0.14770540963236292,0.1848034102153281,0.32186562503818966
00202913_10,02029,1,T4,T4,0.003899685763459278,0.0048432988760111866,0.41508164893458793,0.5761753664259416
00202918_01,02029,1,T4,T1,0.32534435495856356,0.19776856848991362,0.2406608479508844,0.2362262286006384
00202918_02,02029,1,T1,T1,0.4081559689903818,0.3095217711754685,0.11158106059506571,0.1707411992390839
00202918_03,02029,1,T1,T4,0.28311267861324335,0.15752307850607308,0.25899026218260207,0.30037398069808163
00202918_04,02029,1,T2,T2,0.227256958714347,0.40430400869121114,0.2951270593527843,0.07331197324165752
00202918_06,02029,1,T1,T2,0.20886557552980226,0.4257009025984569,0.21336791465789617,0.15206560721384463
00202918_08,02029,1,T1,T1,0.3601887107978307,0.2700714251821412,0.15940541369339845,0.2103344503266297
00202918_10,02029,1,T2,T3,0.03826470750787873,0.3070879795624283,0.52527393231979,0.12937338060990297
00202920_00,02029,1,T4,T1,0.4936811205373497,0.20668684529128895,0.07755871982306572,0.22207331434829566
00202920_03,02029,1,T1,T3,0.035204105086615964,0.10999060050091841,0.49621748114293274,0.3585878132695329
00202920_05,02029,1,T4,T1,0.32761918645490223,0.18442663654862898,0.17310379445394786,0.31485038254252096
00202920_06,02029,1,T2,T2,0.2950213066591704,0.38623730402330914,0.18664040427650547,0.13210098504101497
00202920_08,02029,1,T4,T3,0.10686227889776412,0.30582894154129514,0.41175233999095767,0.17555643956998293
00202924_01,02029,1,T4,T4,0.017059845534188118,0.016062578730354347,0.1357842884853825,0.8310932872500751
00202924_03,02029,1,T1,T2,0.3201306419739311,0.36500493566010156,0.1492834533615985,0.16558096900436867
00202924_04,02029,1,T2,T2,0.25849409915584926,0.36947254124837026,0.22971114581516638,0.14232221378061413
00202926_00,02029,1,T4,T1,0.4772268990693394,0.16282733744382877,0.08012641283316752,0.27981935065366426
00202926_02,02029,1,T2,T3,0.211307925687205,0.3298401037206816,0.35212783670686854,0.10672413388524479
00202926_03,02029,1,T4,T4,0.27757462928899573,0.13542961421880795,0.23693449473774636,0.3500612617544499
00202926_04,02029,1,T4,T2,0.013873319530683489,0.7543690202189334,0.008421340668775944,0.22333631958160718
00202926_05,02029,1,T1,T2,0.30100791631942536,0.3688224645000055,0.2165534692369125,0.1136161499436568
00202926_06,02029,1,T4,T4,0.0631985140353256,0.0507085548252058,0.2958552934850093,0.5902376376544592
00202926_07,02029,1,T1,T1,0.4155396742696457,0.282901779135743,0.1340229159247883,0.16753563066982302
00202926_08,02029,1,T3,T2,0.15563689588654958,0.5569151322833923,0.22483660973588954,0.06261136209416865
00202926_09,02029,1,T3,T3,0.061301065241260555,0.17149896085938957,0.6089809049293428,0.15821906897000718
00202926_10,02029,1,T4,T1,0.4832759038497934,0.24583243112012224,0.06232121784107591,0.2085704471890084
00202928_00,02029,1,T4,T1,0.44562539442043314,0.1416303218994427,0.08184639982308248,0.33089788385704166
00202928_01,02029,1,T2,T2,0.1217944972906079,0.5831301193060588,0.254043249880231,0.04103213352310233
00202928_02,02029,1,T4,T4,0.008670180334533711,0.005169697881017252,0.06946815625613287,0.9166919655283161
00202928_03,02029,1,T2,T2,0.10403423075335037,0.6149058755477602,0.26807396329757893,0.012985930401310448
00202928_04,02029,1,T3,T3,0.2626995014113554,0.237026178941803,0.31445668853659403,0.18581763111024752
00202928_05,02029,1,T4,T1,0.3482363053478354,0.20833201428134634,0.26362365493995643,0.17980802543086183
00202928_07,02029,1,T3,T3,0.20415388195338313,0.3396570320765225,0.3509114171557382,0.10527766881435623
00202929_02,02029,1,T4,T4,0.20936575994986922,0.13932442148361282,0.25784818942002957,0.39346162914648825
00202929_03,02029,1,T3,T3,0.11378653193812614,0.37496106212602076,0.3830413182372053,0.12821108769864786
00202929_04,02029,1,T1,T3,0.2847086683340198,0.20019882410781156,0.2862507515441255,0.22884175601404308
00202929_05,02029,1,T1,T2,0.310269309221616,0.31669496502612104,0.14342383040602122,0.22961189534624168
00202929_07,02029,1,T2,T2,0.041256200882003796,0.8302573474031685,0.11962218791293672,0.008864263801890902
00202929_08,02029,1,T3,T2,0.054735325962506035,0.6903808568127034,0.20920972108743052,0.04567409613735983
00202929_10,02029,1,T4,T1,0.337699798364273,0.1878834335622102,0.14104874050480948,0.33336802756870726
00203001_01,02030,1,T2,T4,0.31311688361897505,0.13155248165980357,0.22605765880565884,0.3292729759155626
00203001_03,02030,1,T4,T4,0.2689664005692687,0.13860994402726498,0.25199782424331985,0.3404258311601465
00203001_05,02030,1,T1,T2,0.20894930710136886,0.3957966733953117,0.24250259589402492,0.1527514236092944
00203001_06,02030,1,T2,T2,0.1554090639051886,0.4851968294020639,0.29537258191181587,0.06402152478093172
00203001_07,02030,1,T4,T3,0.06491497488216044,0.35477418022555096,0.4212172899054358,0.15909355498685288
00203001_09,02030,1,T1,T2,0.1654141343087851,0.475428710180833,0.2601581528901244,0.09899900262025743
00203001_10,02030,1,T2,T3,0.21251673638536295,0.1968021052216875,0.33259044446697106,0.25809071392597854
00203007_02,02030,1,T4,T1,0.3527211650546728,0.267964995757444,0.17463874403546034,0.20467509515242288
00203007_03,02030,1,T2,T2,0.0980780413597707,0.3431435832599044,0.32821790392412886,0.23056047145619596
00203007_04,02030,1,T4,T3,0.12111618501436053,0.1606151426325575,0.4400781380488012,0.27819053430428076
00203007_06,02030,1,T1,T1,0.48304167924713937,0.24751604744588263,0.09248398421910167,0.1769582890878763
00203007_07,02030,1,T1,T3,0.007878825226603459,0.09943570829634556,0.6819586448763252,0.21072682160072564
00203008_00,02030,1,T2,T2,0.3084048931226459,0.3927315617384549,0.21645770887693652,0.08240583626196274
00203008_07,02030,1,T2,T2,0.11675220425722575,0.6757228227697425,0.19119920939617718,0.01632576357685449
00203011_01,02030,1,T1,T3,0.24464330991449676,0.17115237874758435,0.3982925094987388,0.18591180183918005
00203011_07,02030,1,T4,T1,0.3986260563504579,0.3546252443243881,0.05581808345947581,0.1909306158656784
00203011_08,02030,1,T3,T3,0.15898787101080575,0.28329447448047324,0.4583034906874329,0.09941416382128819
00203013_02,02030,1,T4,T1,0.308294858808568,0.14916718774608936,0.26957879762139414,0.27295915582394853
00203013_03,02030,1,T4,T3,0.11030314007779647,0.18616889350247856,0.4878157439765792,0.21571222244314578
00203013_06,02030,1,T1,T4,0.2733417473959836,0.14285819166680624,0.1814980164927681,0.40230204444444206
00203013_08,02030,1,T2,T2,0.15449949868339743,0.4966757824992306,0.3217369531037381,0.02708776571363394
00203013_10,02030,1,T4,T4,0.0002475928181522329,0.0020348993169687648,0.00031504273284405543,0.9974024651320349
00203018_01,02030,1,T4,T4,0.1063631404062032,0.08510607001239649,0.19921548544821618,0.6093153041331841
00203018_02,02030,1,T1,T1,0.4618349636849287,0.35360400657839564,0.0859845598486632,0.09857646988801248
00203018_03,02030,1,T1,T1,0.3699397425780197,0.15700628955094142,0.23212162872056527,0.2409323391504735
00203018_04,02030,1,T2,T2,6.975484134458267e-07,0.5510125688041351,0.003982655976436164,0.4450040776710153
00203018_06,02030,1,T1,T2,0.2479480847552569,0.39723939072355874,0.22854400306911324,0.12626852145207115
00203018_08,02030,1,T1,T4,0.050339562185376344,0.13177483442541948,0.3031810624716563,0.5147045409175478
00203020_00,02030,1,T4,T1,0.31776010640516417,0.23263092556266904,0.2001189551840522,0.24949001284811473
00203020_03,02030,1,T1,T4,0.27337942663585346,0.14293999495681922,0.1815336456174519,0.4021469327898754
00203020_08,02030,1,T4,T3,0.07625044501433323,0.21855656814004001,0.4339507386508385,0.27124224819478826
00203024_01,02030,1,T4,T3,0.12274377256361965,0.18359817130966422,0.5186558326165367,0.17500222351017944
00203024_03,02030,1,T1,T3,0.16659818269454496,0.3147646396039152,0.39236037473134955,0.1262768029701903
00203024_04,02030,1,T2,T4,0.2891945485966764,0.16881392499493247,0.2407980188591988,0.3011935075491923
00203026_00,02030,1,T4,T2,0.13409359105029378,0.48362371477138205,0.1730528550646592,0.20922983911366494
00203026_02,02030,1,T2,T2,0.2224556174310556,0.5434933990958484,0.21366706757448603,0.02038391589860992
00203026_04,02030,1,T4,T3,0.02385460751526756,0.1663048916589781,0.5181318183127103,0.29170868251304405
00203026_05,02030,1,T1,T3,0.259715800173064,0.2528837385412737,0.32730777729704497,0.1600926839886173
00203026_06,02030,1,T4,T3,0.007717119678541207,0.16643383169272624,0.4571626561032021,0.36868639252553054
00203026_07,02030,1,T1,T2,0.09184176391461586,0.5938896761532318,0.2503345905390776,0.06393396939307466
00203026_08,02030,1,T3,T4,0.08918227411793965,0.12394635504605972,0.2953369981808452,0.4915343726551555
00203026_09,02030,1,T3,T3,0.20035470383599152,0.20269451342439365,0.44616405422718053,0.15078672851243413
00203026_10,02030,1,T4,T4,0.22468907557947884,0.2895528568969216,0.1331046207860032,0.3526534467375963
00203028_00,02030,1,T4,T4,0.12116666610185967,0.16578933756184366,0.3486403403807455,0.36440365595555124
00203028_01,02030,1,T2,T3,0.008817106673641634,0.0008642226451603154,0.9694855110075812,0.02083315967361677
00203028_02,02030,1,T4,T4,0.01204760186734946,0.028267223515882497,0.39043995249976565,0.5692452221170023
00203028_03,02030,1,T2,T2,0.11204139130500254,0.797663202014591,0.08413338762141662,0.006162019058989808
00203028_04,02030,1,T3,T3,0.06832913624045116,0.139163816076976,0.6633219966303884,0.12918505105218445
00203028_05,02030,1,T4,T2,0.1824634730741533,0.3532613021700705,0.29551279383386014,0.16876243092191603
00203029_02,02030,1,T4,T3,0.12548561714079218,0.2126350067163288,0.5305385085784705,0.13134086756440844
00203029_03,02030,1,T3,T2,0.18762676545456583,0.6443797712980075,0.15569690852494797,0.012296554722478677
00203029_04,02030,1,T1,T2,0.2651156422562306,0.31921698885416266,0.17152962664425755,0.2441377422453493
00203029_05,02030,1,T1,T1,0.401719261627475,0.3332249642304315,0.055724351677485226,0.20933142246460815
00203029_07,02030,1,T2,T3,0.031664470698446905,0.20006402890726208,0.46836380869438055,0.2999076916999104
00203029_08,02030,1,T3,T3,0.038958891401122867,0.11451807440123131,0.6833493033925734,0.16317373080507236
00203029_10,02030,1,T4,T2,0.125215489582513,0.5783777037673589,0.23186544019428976,0.06454136645583836
00203101_01,02031,1,T2,T1,0.42908552505605235,0.19944663072586796,0.04621054674142526,0.32525729747665444
00203101_03,02031,1,T4,T4,0.42968975469770004,0.04331362946281711,0.04094201473472525,0.48605460110475757
00203101_05,02031,1,T1,T1,0.43838006042183475,0.19929907435021216,0.055903498827031266,0.3064173664009218
00203101_06,02031,1,T2,T1,0.4433263880330777,0.23310506313475798,0.1526241069139708,0.17094444191819333
00203101_07,02031,1,T4,T1,0.4288625186739914,0.25252160724740413,0.1250189744012447,0.19359689967735988
00203101_09,02031,1,T1,T1,0.512692292162956,0.2226853111311634,0.049338281455785074,0.21528411525009541
00203101_10,02031,1,T2,T1,0.3446808510502549,0.24244100890069367,0.07479023328655662,0.3380879067624949
00203107_02,02031,1,T4,T1,0.43007788144717013,0.24886044441804167,0.049103684336889754,0.27195798979789854
00203107_03,02031,1,T2,T4,0.38622137187598765,0.11776802712347312,0.03479790305465065,0.46121269794588865
00203107_04,02031,1,T4,T1,0.5055246628844685,0.07257326582624356,0.06936972956973964,0.35253234171954834
00203107_05,02031,1,T4,T4,0.2771279556768236,0.15422172524272457,0.15559601812981574,0.413054300950636
00203107_06,02031,1,T1,T1,0.43007788144717013,0.24886044441804167,0.049103684336889754,0.27195798979789854
00203107_07,02031,1,T1,T2,0.35536678355642365,0.5225972065683031,0.06507415940630643,0.05696185046896694
00203108_00,02031,1,T2,T1,0.446033560798243,0.11841935846496499,0.10304056956892124,0.33250651116787067
00203108_02,02031,1,T4,T1,0.47014028068669506,0.1139753712244385,0.041237349002181026,0.3746469990866854
00203108_04,02031,1,T3,T1,0.4221777638158448,0.1409213177072809,0.09957024476796801,0.3373306737089063
00203108_05,02031,1,T4,T1,0.3318821509716712,0.16385707398089228,0.17444030154067314,0.32982047350676336
00203108_07,02031,1,T2,T4,0.3487136580055741,0.10459600440281232,0.08917138689785199,0.4575189506937615
00203109_03,02031,1,T1,T4,0.3557625517704378,0.08364320091127529,0.11073149416357267,0.44986275315471425
00203109_10,02031,1,T4,T1,0.4086378781274741,0.1773389960621797,0.12370405568097345,0.29031907012937264
00203109_11,02031,1,T4,T4,0.3043538092073867,0.18565212670140482,0.13838143026586913,0.3716126338253394
00203111_01,02031,1,T1,T4,0.3046313949830441,0.10764205726803823,0.14481403162315468,0.44291251612576304
00203111_06,02031,1,T2,T1,0.430686764327279,0.22309233950440455,0.0477423990502757,0.2984784971180409
00203111_07,02031,1,T4,T1,0.5140703058251521,0.26083386462948327,0.03490207154037721,0.19019375800498742
00203111_08,02031,1,T3,T1,0.4248088676830902,0.19260069413634479,0.1539069139718987,0.22868352420866644
00203111_10,02031,1,T2,T1,0.41084106826866423,0.21045595497595937,0.06365045066646219,0.3150525260889142
00203111_11,02031,1,T4,T4,0.2343610253282958,0.09882502520831257,0.10630362194296347,0.5605103275204282
00203113_02,02031,1,T4,T4,0.4035304025103449,0.05608543083032638,0.05551549341327432,0.4848686732460544
00203113_03,02031,1,T4,T4,0.18416426816765327,0.11385808769216385,0.2054949322667803,0.49648271187340265
00203113_06,02031,1,T1,T4,0.30465446549829406,0.10768723168733113,0.14483828051731204,0.44282002229706285
00203113_08,02031,1,T2,T4,0.3273454264421298,0.1435806609068658,0.14707134295036436,0.38200256970064
00203113_10,02031,1,T4,T1,0.29912190595325777,0.2689456928569898,0.15225839028955182,0.2796740109002005
00203118_01,02031,1,T4,T4,0.32587300573116074,0.08942515768531151,0.12129691301805079,0.463404923565477
00203118_02,02031,1,T1,T1,0.430066929952052,0.24902530568182743,0.04911144064553281,0.27179632372058776
00203118_03,02031,1,T1,T4,0.4124744949688565,0.07576716050624725,0.0909178196634447,0.4208405248614516
00203118_04,02031,1,T2,T1,0.5721694545773037,0.12406500816754339,0.07056028687058244,0.23320525038457046
00203118_06,02031,1,T1,T1,0.5059306221977806,0.16411990758190448,0.04197006887667199,0.28797940134364286
00203118_08,02031,1,T1,T1,0.4867218062982467,0.2681766477343314,0.05445028815465362,0.19065125781276834
00203118_10,02031,1,T2,T1,0.5579753957009255,0.14765493275335131,0.025473927719876516,0.2688957438258467
00203120_00,02031,1,T4,T4,0.005909869794360459,0.00048028748793457494,0.18624220509633785,0.807367637621367
00203120_03,02031,1,T1,T4,0.3047005714739239,0.10777762315570577,0.14488677132639324,0.442635034043977
00203120_06,02031,1,T2,T1,0.5367829501279368,0.054977105249030565,0.011773839183786645,0.3964661054392461
00203120_08,02031,1,T4,T4,0.3151365638740443,0.15053409727560413,0.10248370044956506,0.4318456384007865
00203124_01,02031,1,T4,T4,0.3709574628321423,0.1670482549790018,0.08410470795494517,0.3778895742339107
00203124_03,02031,1,T1,T1,0.4782908897348253,0.17658574821038017,0.04391822484730092,0.30120513720749353
00203124_04,02031,1,T2,T4,0.28246906861827564,0.21022639245943534,0.09927749592683344,0.40802704299545567
00203126_00,02031,1,T4,T1,0.4368009893256847,0.1065171785467077,0.041600162090811764,0.4150816700367958
00203126_02,02031,1,T2,T1,0.373464006330773,0.13052687865102144,0.13721186345818656,0.358797251560019
00203126_03,02031,1,T4,T1,0.42367267415840526,0.07797691340477517,0.08489529270256709,0.4134551197342524
00203126_04,02031,1,T4,T4,0.2729398228404485,0.1576710442524855,0.1290766055630213,0.4403125273440446
00203126_05,02031,1,T1,T1,0.3960369979473236,0.19573357595662524,0.11929200421281283,0.28893742188323834
00203126_06,02031,1,T4,T4,0.16561594026949203,0.09888437846371802,0.13314451580274833,0.6023551654640416
00203126_09,02031,1,T3,T1,0.4172499889288314,0.12639290386209043,0.12482298272399213,0.33153412448508596
