── entry warnings ──
他們 學校在 山上 (easy): [pinyin-mismatch] 他們: authored "tāmen" vs computed "tāmén" (typo or multi-reading word)
他們 學校在 山上 (easy): [pinyin-mismatch] 姐姐: authored "jiějie" vs computed "jiějiě" (typo or multi-reading word)
他們 學校在 山上 (easy): [pinyin-mismatch] 高興: authored "gāoxìng" vs computed "gāoxīng" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 他們: authored "tāmen" vs computed "tāmén" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 有空: authored "yǒu kòng" vs computed "yǒukōng" (typo or multi-reading word)
我們去喝下午茶 (easy): [pinyin-mismatch] 聽音樂: authored "tīngyīnyuè" vs computed "tīngyīnlè" (typo or multi-reading word)
我們去士林夜市 (easy): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去士林夜市 (easy): [pinyin-mismatch] 我們: authored "wǒmen" vs computed "wǒmén" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 不錯: authored "bù cuò" vs computed "búcuò" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 幾個: authored "jǐge" vs computed "jīgè" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 有空: authored "yǒu kòng" vs computed "yǒukōng" (typo or multi-reading word)
我們去士林夜市 (hard): [pinyin-mismatch] 這個: authored "zhè ge" vs computed "zhègè" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 了: authored "le" vs computed "liǎo" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 好不好: authored "hǎo bù hǎo" vs computed "hǎobuhǎo" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 怎麼: authored "zěnme" vs computed "zěnmó" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 我們: authored "wǒmen" vs computed "wǒmén" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 有一家: authored "yǒu yī jiā" vs computed "yǒuyìjiā" (typo or multi-reading word)
我們去士林夜市 (medium): [pinyin-mismatch] 這個: authored "zhè ge" vs computed "zhègè" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 房間: authored "fáng jiān" vs computed "fángjiàn" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 桌子: authored "zhuōzi" vs computed "zhuōzǐ" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 橘子: authored "júzi" vs computed "júzǐ" (typo or multi-reading word)
我的房間和我的貓 (easy): [pinyin-mismatch] 睡覺: authored "shuì jiào" vs computed "shuìjué" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 一起: authored "yīqǐ" vs computed "yìqǐ" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 空: authored "kòng" vs computed "kōng" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 聽音樂: authored "tīng yīnyuè" vs computed "tīngyīnlè" (typo or multi-reading word)
我的錢包在哪裡? (easy): [pinyin-mismatch] 高興: authored "gāo xìng" vs computed "gāoxīng" (typo or multi-reading word)
捷運站在哪裡？ (easy): [pinyin-mismatch] 嗎: authored "ma" vs computed "má" (typo or multi-reading word)
捷運站在哪裡？ (easy): [pinyin-mismatch] 高興: authored "gāoxìng" vs computed "gāoxīng" (typo or multi-reading word)
捷運站在哪裡？ (hard): [pinyin-mismatch] 一直: authored "yī zhí" vs computed "yìzhí" (typo or multi-reading word)
捷運站在哪裡？ (hard): [pinyin-mismatch] 幾分鐘: authored "jǐ fēn zhōng" vs computed "jīfēnzhōng" (typo or multi-reading word)
捷運站在哪裡？ (medium): [pinyin-mismatch] 不會: authored "bù huì" vs computed "búhuì" (typo or multi-reading word)
捷運站在哪裡？ (medium): [pinyin-mismatch] 心裡: authored "xīnli" vs computed "xīnlǐ" (typo or multi-reading word)
捷運站在哪裡？ (medium): [pinyin-mismatch] 時間: authored "shíjiān" vs computed "shíjiàn" (typo or multi-reading word)

── distinct questions ──
他們 學校在 山上 (easy) | listening | Q: (nghe) 一起去 | ✓ 一起去 | options: 一起去 / 下課 / 做飯 / 回
我們去喝下午茶 (easy) | pos | Q: 知道 | ✓ V | options: Adj / N / Particle / V
我們去喝下午茶 (easy) | pos | Q: 知道 | ✓ V | options: Adv / MW / N / V
我們去喝下午茶 (easy) | pos | Q: 知道 | ✓ V | options: MW / N / Phrase / V
我們去喝下午茶 (easy) | pos | Q: 種 | ✓ MW | options: Adj / Adv / MW / Particle
我們去喝下午茶 (easy) | pos | Q: 種 | ✓ MW | options: Adj / MW / N / Phrase
我們去喝下午茶 (easy) | pos | Q: 聽音樂 | ✓ V | options: Adj / N / Particle / V
我們去喝下午茶 (easy) | pos | Q: 聽音樂 | ✓ V | options: Adv / Particle / Phrase / V
我們去喝下午茶 (easy) | pos | Q: 要 | ✓ V | options: Adj / Adv / Phrase / V
我們去喝下午茶 (easy) | pos | Q: 要 | ✓ V | options: Adv / MW / Particle / V
我們去喝下午茶 (easy) | pos | Q: 要 | ✓ V | options: MW / Particle / Phrase / V
我們去喝下午茶 (easy) | reverse | Q: I | ✓ 我 | options: 下午 / 下午茶 / 我 / 知道
我們去喝下午茶 (easy) | reverse | Q: I | ✓ 我 | options: 他們 / 我 / 有 / 種
我們去喝下午茶 (easy) | reverse | Q: I | ✓ 我 | options: 做 / 喝 / 好吃 / 我
我們去喝下午茶 (easy) | reverse | Q: I | ✓ 我 | options: 兩點半 / 咖啡廳 / 想 / 我
我們去喝下午茶 (easy) | reverse | Q: I | ✓ 我 | options: 吳 / 吳姓 / 我 / 麼字
我們去喝下午茶 (easy) | reverse | Q: I | ✓ 我 | options: 吳 / 妳 / 妳你 / 我
我們去喝下午茶 (easy) | reverse | Q: I | ✓ 我 | options: 吳姓 / 妳 / 我 / 麼字
我們去喝下午茶 (easy) | reverse | Q: I | ✓ 我 | options: 咖啡廳 / 家 / 我 / 有
我們去喝下午茶 (easy) | reverse | Q: I | ✓ 我 | options: 啊 / 我 / 有 / 聽音樂
我們去喝下午茶 (easy) | reverse | Q: I | ✓ 我 | options: 喝 / 好吃 / 我 / 知道
我們去喝下午茶 (easy) | reverse | Q: I | ✓ 我 | options: 在 / 好啊 / 很多 / 我
我們去喝下午茶 (easy) | reverse | Q: I | ✓ 我 | options: 好吃 / 巧克力 / 我 / 要
我們去喝下午茶 (easy) | reverse | Q: I | ✓ 我 | options: 好吃 / 我 / 有 / 有空
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 一起 / 哪裡 / 在 / 星期六
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 下午 / 冰淇淋 / 家 / 星期六
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 他們 / 啊 / 星期六 / 有空
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 你 / 哪裡 / 星期六 / 聽音樂
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 兩點半 / 啊 / 星期六 / 看書
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 六合 / 六月 / 星期六 / 星期四
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 六合 / 六角 / 星期五 / 星期六
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 六合 / 六角 / 星期六 / 星期四
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 六合 / 星期五 / 星期六 / 星期日
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 六合 / 星期六 / 星期四 / 星期日
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 六角 / 星期五 / 星期六 / 星期四
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 去 / 友美 / 星期六 / 有空
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 哪裡 / 很多 / 星期六 / 有空
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 哪裡 / 很多 / 星期六 / 看書
我們去喝下午茶 (easy) | reverse | Q: Saturday | ✓ 星期六 | options: 好吃 / 星期六 / 有空 / 看書
我們去喝下午茶 (easy) | reverse | Q: afternoon tea | ✓ 下午茶 | options: 一起 / 下午茶 / 喝 / 種
我們去喝下午茶 (easy) | reverse | Q: afternoon tea | ✓ 下午茶 | options: 一起 / 下午茶 / 在 / 有
我們去喝下午茶 (easy) | reverse | Q: afternoon tea | ✓ 下午茶 | options: 下午 / 下午茶 / 你 / 有
我們去喝下午茶 (easy) | reverse | Q: afternoon tea | ✓ 下午茶 | options: 下午 / 下午茶 / 你 / 聽音樂
我們去喝下午茶 (easy) | reverse | Q: afternoon tea | ✓ 下午茶 | options: 下午茶 / 你 / 看書 / 週末
我們去喝下午茶 (easy) | reverse | Q: afternoon tea | ✓ 下午茶 | options: 下午茶 / 做 / 兩點半 / 星期六
我們去喝下午茶 (easy) | reverse | Q: afternoon tea | ✓ 下午茶 | options: 下午茶 / 做 / 冰淇淋 / 星期六
我們去喝下午茶 (easy) | reverse | Q: afternoon tea | ✓ 下午茶 | options: 下午茶 / 做 / 友美 / 星期六
我們去喝下午茶 (easy) | reverse | Q: afternoon tea | ✓ 下午茶 | options: 下午茶 / 冰淇淋 / 在 / 好吃
我們去喝下午茶 (easy) | reverse | Q: afternoon tea | ✓ 下午茶 | options: 下午茶 / 午餐會 / 早餐時間 / 晚餐聚會
我們去喝下午茶 (easy) | reverse | Q: afternoon tea | ✓ 下午茶 | options: 下午茶 / 去 / 有空 / 週末
我們去喝下午茶 (easy) | reverse | Q: afternoon tea | ✓ 下午茶 | options: 下午茶 / 在 / 好吃 / 知道
我們去喝下午茶 (easy) | reverse | Q: afternoon tea | ✓ 下午茶 | options: 下午茶 / 巧克力 / 很多 / 聽音樂
我們去喝下午茶 (easy) | reverse | Q: afternoon tea | ✓ 下午茶 | options: 下午茶 / 早餐時間 / 晚餐 / 晚餐聚會
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 一起 / 下午 / 下午茶 / 在
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 一起 / 下午 / 很多 / 星期六
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 下午茶 / 你 / 友美
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 下班 / 下班時間 / 下課
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 下課 / 下課鈴 / 下載
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 下課 / 下課鈴 / 下載檔案
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 下課 / 下載 / 下載檔案
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 下課鈴 / 下載 / 下載檔案
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 他們 / 兩點半 / 想
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 你 / 冰淇淋 / 我
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 去 / 咖啡廳 / 啊
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 去 / 好吃 / 巧克力
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 去 / 好吃 / 有
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 去 / 想 / 我
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 喝 / 我 / 要
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 在 / 好吃 / 很多
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 好啊 / 家 / 很多
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 好啊 / 很多 / 我
我們去喝下午茶 (easy) | reverse | Q: afternoon | ✓ 下午 | options: 下午 / 我 / 星期六 / 聽音樂
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 一起 / 去 / 啊 / 有
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 一起 / 啊 / 聽音樂 / 要
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 他們 / 去 / 啊 / 好吃
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 做 / 啊 / 有空 / 看書
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 兩點半 / 啊 / 喝 / 在
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 去 / 啊 / 想 / 我
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 哦 / 唉 / 啊 / 嗚
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 哦 / 唉 / 啊 / 嗯
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 哦 / 啊 / 嗚 / 嗯
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 哪裡 / 啊 / 家 / 種
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 唉 / 啊 / 嗚 / 嗯
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 啊 / 喝 / 在 / 星期六
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 啊 / 喝 / 好吃 / 有
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 啊 / 在 / 有 / 知道
我們去喝下午茶 (easy) | reverse | Q: ah | ✓ 啊 | options: 啊 / 好啊 / 有 / 種
我們去喝下午茶 (easy) | reverse | Q: at | ✓ 在 | options: 一起 / 在 / 我 / 有空
我們去喝下午茶 (easy) | reverse | Q: at | ✓ 在 | options: 下午 / 去 / 在 / 週末
我們去喝下午茶 (easy) | reverse | Q: at | ✓ 在 | options: 仔 / 仔細 / 在 / 宰
我們去喝下午茶 (easy) | reverse | Q: at | ✓ 在 | options: 他們 / 你 / 在 / 好啊
我們去喝下午茶 (easy) | reverse | Q: at | ✓ 在 | options: 做 / 友美 / 在 / 聽音樂
我們去喝下午茶 (easy) | reverse | Q: at | ✓ 在 | options: 兩點半 / 在 / 很多 / 星期六
我們去喝下午茶 (easy) | reverse | Q: at | ✓ 在 | options: 去 / 在 / 我 / 週末
我們去喝下午茶 (easy) | reverse | Q: at | ✓ 在 | options: 咖啡廳 / 在 / 種 / 週末
我們去喝下午茶 (easy) | reverse | Q: at | ✓ 在 | options: 喝 / 在 / 好吃 / 知道
我們去喝下午茶 (easy) | reverse | Q: at | ✓ 在 | options: 在 / 我 / 星期六 / 有空
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 一起 / 下午茶 / 咖啡廳 / 週末
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 一起 / 咖啡廳 / 很多 / 週末
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 下午 / 咖啡廳 / 哪裡 / 在
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 下午 / 咖啡廳 / 看書 / 種
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 下午茶 / 咖啡廳 / 喝 / 週末
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 他們 / 冰淇淋 / 咖啡廳 / 啊
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 你 / 去 / 咖啡廳 / 聽音樂
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 做 / 咖啡廳 / 聽音樂 / 要
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 友美 / 咖啡廳 / 好吃 / 好啊
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 友美 / 咖啡廳 / 有空 / 種
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 友美 / 咖啡廳 / 看書 / 知道
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 咖啡廳 / 啊 / 巧克力 / 種
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 咖啡廳 / 喝 / 很多 / 有
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 咖啡廳 / 好啊 / 很多 / 有空
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 咖啡廳 / 家 / 星期六 / 週末
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 咖啡廳 / 茶室 / 茶會 / 酒吧
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 咖啡廳 / 茶室 / 茶會 / 餐廳
我們去喝下午茶 (easy) | reverse | Q: cafe | ✓ 咖啡廳 | options: 咖啡廳 / 茶室 / 茶館 / 酒吧
我們去喝下午茶 (easy) | reverse | Q: chocolate | ✓ 巧克力 | options: 下午 / 你 / 巧克力 / 知道
我們去喝下午茶 (easy) | reverse | Q: chocolate | ✓ 巧克力 | options: 下午茶 / 去 / 巧克力 / 有
我們去喝下午茶 (easy) | reverse | Q: chocolate | ✓ 巧克力 | options: 下午茶 / 哪裡 / 巧克力 / 星期六
我們去喝下午茶 (easy) | reverse | Q: chocolate | ✓ 巧克力 | options: 做 / 咖啡廳 / 巧克力 / 週末
我們去喝下午茶 (easy) | reverse | Q: chocolate | ✓ 巧克力 | options: 力士 / 可可 / 巧克力 / 果凍
我們去喝下午茶 (easy) | reverse | Q: chocolate | ✓ 巧克力 | options: 力士 / 可樂 / 巧克力 / 果凍
我們去喝下午茶 (easy) | reverse | Q: chocolate | ✓ 巧克力 | options: 力士 / 可樂 / 巧克力 / 糖果
我們去喝下午茶 (easy) | reverse | Q: chocolate | ✓ 巧克力 | options: 去 / 好吃 / 巧克力 / 我
我們去喝下午茶 (easy) | reverse | Q: chocolate | ✓ 巧克力 | options: 友美 / 咖啡廳 / 巧克力 / 聽音樂
我們去喝下午茶 (easy) | reverse | Q: chocolate | ✓ 巧克力 | options: 可樂 / 巧克力 / 果凍 / 糖果
我們去喝下午茶 (easy) | reverse | Q: chocolate | ✓ 巧克力 | options: 好吃 / 巧克力 / 我 / 看書
我們去喝下午茶 (easy) | reverse | Q: chocolate | ✓ 巧克力 | options: 巧克力 / 很多 / 想 / 種
我們去喝下午茶 (easy) | reverse | Q: chocolate | ✓ 巧克力 | options: 巧克力 / 想 / 看書 / 聽音樂
我們去喝下午茶 (easy) | reverse | Q: chocolate | ✓ 巧克力 | options: 巧克力 / 果凍 / 糖果 / 餅乾
我們去喝下午茶 (easy) | reverse | Q: delicious | ✓ 好吃 | options: 下午 / 好吃 / 種 / 週末
我們去喝下午茶 (easy) | reverse | Q: delicious | ✓ 好吃 | options: 下午茶 / 咖啡廳 / 好吃 / 有空
我們去喝下午茶 (easy) | reverse | Q: delicious | ✓ 好吃 | options: 吃驚 / 好人 / 好吃 / 好玩
我們去喝下午茶 (easy) | reverse | Q: delicious | ✓ 好吃 | options: 吃驚 / 好人 / 好吃 / 好看
我們去喝下午茶 (easy) | reverse | Q: delicious | ✓ 好吃 | options: 吃驚 / 好吃 / 好喝 / 好玩
我們去喝下午茶 (easy) | reverse | Q: delicious | ✓ 好吃 | options: 吃驚 / 好吃 / 好玩 / 好看
我們去喝下午茶 (easy) | reverse | Q: delicious | ✓ 好吃 | options: 咖啡廳 / 喝 / 在 / 好吃
我們去喝下午茶 (easy) | reverse | Q: delicious | ✓ 好吃 | options: 哪裡 / 在 / 好吃 / 想
我們去喝下午茶 (easy) | reverse | Q: delicious | ✓ 好吃 | options: 好人 / 好吃 / 好玩 / 好看
我們去喝下午茶 (easy) | reverse | Q: delicious | ✓ 好吃 | options: 好吃 / 家 / 我 / 聽音樂
我們去喝下午茶 (easy) | reverse | Q: drink | ✓ 喝 | options: 下午 / 喝 / 很多 / 星期六
我們去喝下午茶 (easy) | reverse | Q: drink | ✓ 喝 | options: 他們 / 咖啡廳 / 喝 / 要
我們去喝下午茶 (easy) | reverse | Q: drink | ✓ 喝 | options: 做 / 咖啡廳 / 喝 / 家
我們去喝下午茶 (easy) | reverse | Q: drink | ✓ 喝 | options: 做 / 喝 / 種 / 週末
我們去喝下午茶 (easy) | reverse | Q: drink | ✓ 喝 | options: 冰淇淋 / 友美 / 喝 / 星期六
我們去喝下午茶 (easy) | reverse | Q: drink | ✓ 喝 | options: 冰淇淋 / 啊 / 喝 / 種
我們去喝下午茶 (easy) | reverse | Q: drink | ✓ 喝 | options: 友美 / 喝 / 我 / 知道
我們去喝下午茶 (easy) | reverse | Q: drink | ✓ 喝 | options: 喂 / 喝 / 渴 / 餵食
我們去喝下午茶 (easy) | reverse | Q: drink | ✓ 喝 | options: 喝 / 在 / 好吃 / 我
我們去喝下午茶 (easy) | reverse | Q: drink | ✓ 喝 | options: 喝 / 好啊 / 巧克力 / 很多
我們去喝下午茶 (easy) | reverse | Q: drink | ✓ 喝 | options: 喝 / 揭 / 渴 / 餵食
我們去喝下午茶 (easy) | reverse | Q: drink | ✓ 喝 | options: 喝 / 揭 / 渴望 / 餵食
我們去喝下午茶 (easy) | reverse | Q: drink | ✓ 喝 | options: 喝 / 揭開 / 渴望 / 餵食
我們去喝下午茶 (easy) | reverse | Q: drink | ✓ 喝 | options: 喝 / 星期六 / 有空 / 要
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 一起 / 友美 / 很多 / 有
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 下午 / 友美 / 想 / 知道
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 下午 / 友美 / 想 / 週末
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 他們 / 友美 / 很多 / 看書
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 你 / 友美 / 啊 / 好啊
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 你 / 友美 / 我 / 聽音樂
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 做 / 友美 / 咖啡廳 / 好啊
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 做 / 友美 / 好吃 / 星期六
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 做 / 友美 / 很多 / 有空
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 做 / 友美 / 很多 / 週末
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 做 / 友美 / 種 / 聽音樂
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 冰淇淋 / 友美 / 巧克力 / 知道
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 友善 / 友美 / 美味 / 美麗
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 友好 / 友美 / 美味 / 美好
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 友美 / 咖啡廳 / 巧克力 / 有空
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 友美 / 啊 / 很多 / 種
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 友美 / 好吃 / 我 / 聽音樂
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 友美 / 好啊 / 家 / 我
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 友美 / 美人 / 美味 / 美麗
我們去喝下午茶 (easy) | reverse | Q: friend's name | ✓ 友美 | options: 友美 / 美味 / 美好 / 美麗
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 一起 / 下午 / 他們 / 有空
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 一起 / 你 / 有空 / 看書
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 一起 / 在 / 我 / 有空
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 一起 / 好啊 / 有空 / 知道
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 一起 / 想 / 有空 / 種
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 一起 / 我 / 有空 / 種
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 下午 / 你 / 冰淇淋 / 有空
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 下午 / 去 / 有空 / 種
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 下午 / 有空 / 知道 / 要
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 做 / 兩點半 / 好啊 / 有空
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 友美 / 哪裡 / 很多 / 有空
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 友美 / 啊 / 好吃 / 有空
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 友美 / 我 / 有空 / 要
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 咖啡廳 / 好啊 / 我 / 有空
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 星期六 / 有 / 有空 / 看書
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 有空 / 有趣 / 空白 / 空間
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 有空 / 有錢 / 空氣 / 空白
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 有空 / 有錢 / 空白 / 空間
我們去喝下午茶 (easy) | reverse | Q: have time | ✓ 有空 | options: 有空 / 知道 / 種 / 聽音樂
我們去喝下午茶 (easy) | reverse | Q: have | ✓ 有 | options: 一起 / 下午茶 / 有 / 知道
我們去喝下午茶 (easy) | reverse | Q: have | ✓ 有 | options: 一起 / 他們 / 兩點半 / 有
我們去喝下午茶 (easy) | reverse | Q: have | ✓ 有 | options: 一起 / 啊 / 好啊 / 有
我們去喝下午茶 (easy) | reverse | Q: have | ✓ 有 | options: 下午 / 在 / 有 / 知道
我們去喝下午茶 (easy) | reverse | Q: have | ✓ 有 | options: 下午茶 / 在 / 很多 / 有
我們去喝下午茶 (easy) | reverse | Q: have | ✓ 有 | options: 他們 / 你 / 家 / 有
我們去喝下午茶 (easy) | reverse | Q: have | ✓ 有 | options: 佇 / 又 / 有 / 有關
我們去喝下午茶 (easy) | reverse | Q: have | ✓ 有 | options: 佇 / 有 / 有無 / 有關
我們去喝下午茶 (easy) | reverse | Q: have | ✓ 有 | options: 你 / 冰淇淋 / 好吃 / 有
我們去喝下午茶 (easy) | reverse | Q: have | ✓ 有 | options: 你 / 喝 / 好吃 / 有
